確	굳을 확	カク	たし(か)	確認	かくにん	확인	N3	
果	실과 과	カ	は(たす)	結果	けっか	결과	N3	木 나무 ＋ 그 위에 열린 것 → 열매
容	얼굴 용	ヨウ	い(れる)	内容	ないよう	내용	N3	
必	반드시 필	ヒツ	かなら(ず)	必要	ひつよう	필요	N3	
応	응할 응	オウ	こた(える)	応援	おうえん	응원	N3	
演	펼칠 연	エン	—	公演	こうえん	공연	N3	
歳	해 세	サイ・セイ	とし・とせ	二十歳	はたち	스무 살	N3	
争	다툴 쟁	ソウ	あらそ(う)・いか(でか)	戦争	せんそう	전쟁	N3	
談	말씀 담	ダン	—	相談	そうだんする	상담	N3	
能	능할 능	ノウ	—	可能	かのう	가능	N3	
無	없을 무	ム・ブ	な(い)	無くす	なくす	잃다	N3	
位	벼슬 위	イ	くらい・ぐらい	位置	いち	위치	N3	
置	베풀 치	チ	お(く)	置く	おく	놓다	N3	
流	흐를 류	リュウ・ル	なが(れる)・なが(れ)	流す	ながす	흘리다	N3	
格	격식 격	カク	—	性格	せいかく	성격	N3	
疑	의심할 의	ギ	うたが(う)	疑う	うたがう	의심하다	N3	
過	지날 과	カ	す(ぎる)	過去	かこ	과거	N3	
局	부분 국	キョク	つぼね	郵便局	ゆうびんきょく	우체국	N3	
放	놓을 방	ホウ	はな(す)・はな(つ)	放送	ほうそうする	방송	N3	
検	검사할 검	ケン	しら(べる)	検査	けんさ	검사	N3	
常	항상 상	ジョウ	つね	日常	にちじょう	일상	N3	
状	형상 상	ジョウ	—	状況	じょうきょう	상황	N3	
球	옥경쇠 구	キュウ	たま	地球	ちきゅう	지구	N3	
職	직분 직	ショク	—	職業	しょくぎょう	직업	N3	
与	줄 여	ヨ	あた(える)	給与	きゅうよ	급여	N3	
供	이바지할 공	キョウ	そな(える)・とも	提供	ていきょう	제공	N3	
可	옳을 가	カ	—	可能	かのう	가능	N3	
役	부릴 역	ヤク	—	役割	やくわり	역할	N3	
構	집세울 구	コウ	かま(える)・かま(う)	結構	けっこう	충분함	N3	
割	벨 할	カツ	わ(る)	割合	わりあい	비율	N3	
身	몸 신	シン	み	中身	なかみ	내용물	N3	
費	쓸 비	ヒ	つい(やす)	消費	しょうひ	소비	N3	
付	줄 부	フ	つ(ける)・つ(け)	受付	うけつけ	접수처	N3	
由	말미암을 유	ユ・ユウ	よし	自由	じゆう	자유	N3	
難	어려울 난	ナン	むずか(しい)	難問	なんもん	어려운 문제	N3	
優	넉넉할 우	ユウ	やさ(しい)	優先	ゆうせん	우선	N3	
夫	지아비 부	フ・フウ	おっと・それ	丈夫	じょうぶ	튼튼함	N3	
収	거둘 수	シュウ	おさ(める)	収入	しゅうにゅう	수입	N3	
断	끊을 단	ダン	ことわ(る)・た(つ)	決断	けつだん	결단	N3	
石	돌 석	セキ・シャク	いし	石鹸	せっけん	비누	N3	
違	어길 위	イ	ちが(う)・ちが(い)	違う	ちがう	다르다	N3	
消	사라질 소	ショウ	け(す)	消費	しょうひ	소비	N3	
神	천신 신	シン・ジン	かみ・かん-	神社	じんじゃ	신사	N3	
番	차례 번	バン	—	番号	ばんごう	번호	N3	
規	법 규	キ	—	規模	きぼ	규모	N3	
術	재주 술	ジュツ	—	技術	ぎじゅつ	기술	N3	
展	펼칠 전	テン	—	展覧会	てんらんかい	전람회	N3	
備	갖출 비	ビ	そな(える)	準備	じゅんび	준비	N3	
宅	집 택	タク	—	自宅	じたく	자택	N3	
害	해할 해	ガイ	—	被害	ひがい	피해	N3	
配	아내 배	ハイ	くば(る)	心配	しんぱいする	걱정	N3	
条	가지 조	ジョウ	—	条件	じょうけん	조건	N3	
独	홀로 독	ドク・トク	ひと(り)	独り	ひとり	홀로	N3	
警	경계할 경	ケイ	—	警察	けいさつ	경찰	N3	
育	기를 육	イク	そだ(つ)・そだ(ち)	教育	きょういく	교육	N3	
席	자리 석	セキ	むしろ	出席	しゅっせきする	출석	N3	
訪	찾을 방	ホウ	おとず(れる)・たず(ねる)	訪ねる	たずねる	방문하다	N3	
残	남을 잔	ザン	のこ(る)	残業	ざんぎょう	야근	N3	
想	생각 상	ソウ・ソ	—	想像	そうぞう	상상	N3	
率	헤아릴 률	ソツ・リツ	ひき(いる)	率	りつ	비율	N3	
念	생각 념	ネン	—	残念	ざんねん	유감	N3	
助	도울 조	ジョ	たす(ける)	助手	じょしゅ	조수	N3	
労	일할 로	ロウ	ろう(する)・いたわ(る)	労働	ろうどう	노동	N3	
例	법식 례	レイ	たと(える)	例えば	たとえば	예를 들면	N3	
然	그럴 연	ゼン・ネン	—	自然	しぜん	자연	N3	
張	베풀 장	チョウ	は(る)	頑張る	がんばる	힘내다	N3	
限	한할 한	ゲン	かぎ(る)	制限	せいげん	제한	N3	
環	고리 환	カン	—	環境	かんきょう	환경	N3	
追	쫓을 추	ツイ	お(う)	追う	おう	쫓다	N3	
商	헤아릴 상	ショウ	あきな(う)	商人	しょうにん	상인	N3	
葉	고을이름 섭	ヨウ	は	葉書	はがき	엽서	N3	
伝	전할 전	デン・テン	つた(わる)・つた(える)	伝える	つたえる	전하다	N3	
形	모양 형	ケイ・ギョウ	かた・かたち	人形	にんぎょう	인형	N3	
景	별 경	ケイ	—	景色	けしき	경치	N3	
落	떨어질 낙	ラク	お(ちる)・お(ち)	落す	おとす	떨어뜨리다	N3	
退	물러갈 퇴	タイ	しりぞ(く)・しりぞ(ける)	退院	たいいんする	퇴원	N3	
負	질 부	フ	ま(ける)・ま(かす)	負ける	まける	지다	N3	
渡	건널 도	ト	わた(る)・わた(す)	渡す	わたす	건네다	N3	
失	잃을 실	シツ	うしな(う)	失敗	しっぱい	실패	N3	
差	다를 차	サ	さ(す)	差別	さべつ	차별	N3	
評	평할 평	ヒョウ	—	評価	ひょうか	평가	N3	
末	끝 말	マツ・バツ	すえ・うら	粗末	そまつ	조잡함	N3	
守	지킬 수	シュ・ス	まも(る)	留守	るす	부재중	N3	
若	땅이름 야	ジャク・ニャク	わか(い)・わか-	若い	わかい	젊다	N3	
種	씨 종	シュ	たね	一種	いっしゅ	일종	N3	
美	아름다울 미	ビ・ミ	うつく(しい)	美味しい	おいしい	맛있다	N3	
命	목숨 명	メイ・ミョウ	いのち	一生懸命	いっしょうけんめい	열심히	N3	
福	복 복	フク	—	幸福	こうふく	행복	N3	
望	바랄 망	ボウ	のぞ(む)	望遠鏡	ぼうえんきょう	망원경	N3	
非	아닐 비	ヒ	—	非常	ひじょう	비상	N3	
観	볼 관	カン	み(る)・しめ(す)	観光	かんこう	관광	N3	
察	살필 찰	サツ	—	観察	かんさつ	관찰	N3	
整	가지런할 정	セイ	ととの(える)・ととの(う)	整理	せいり	정리	N3	
段	층계 단	ダン	—	階段	かいだん	계단	N3	
横	가로 횡	オウ	よこ	横	よこ	옆	N3	
深	깊을 심	シン	ふか(い)・ふか(まる)	深い	ふかい	깊다	N3	
製	지을 제	セイ	—	製品	せいひん	제품	N3	
申	펼 신	シン	もう(す)・もう(し-)	申す	もうす	말씀드리다	N3	
様	모양 양	ヨウ	さま	様子	ようす	모습	N3	
財	재물 재	ザイ・サイ	たから	財布	さいふ	지갑	N3	
港	물 갈라질 항	コウ	みなと	空港	くうこう	공항	N3	
識	알 식	シキ	—	知識	ちしき	지식	N3	
呼	부를 호	コ	よ(ぶ)	呼ぶ	よぶ	부르다	N3	
達	통달할 달	タツ・ダ	—	友達	ともだち	친구	N3	
良	좋을 량	リョウ	よ(い)・い(い)	良い	よい	좋다	N3	
候	물을 후	コウ	そうろう	候補	こうほ	후보	N3	
程	한도 정	テイ	ほど	程度	ていど	정도	N3	
満	찰 만	マン・バン	み(ちる)・み(つ)	不満	ふまん	불만	N3	
敗	패할 패	ハイ	やぶ(れる)	敗北	はいぼく	패배	N3	
値	값 치	チ	ね・あたい	価値	かち	가치	N3	
突	부딪칠 돌	トツ・カ	つ(く)	突く	つく	찌르다	N3	
器	그릇 기	キ	うつわ	食器	しょっき	식기	N3	
路	길 노	ロ・ル	みち	道路	どうろ	도로	N3	
科	과정 과	カ	—	科学	かがく	과학	N3	
授	줄 수	ジュ	さず(ける)	教授	きょうじゅ	교수	N3	
積	쌓을 적	セキ	つ(む)	面積	めんせき	면적	N3	
他	다를 타	タ	ほか	他人	たにん	타인	N3	
処	곳 처	ショ	ところ・お(る)	処理	しょり	처리	N3	
客	손님 객	キャク・カク	—	客	きゃく	손님	N3	
否	아닐 부	ヒ	いな	否定	ひてい	부정	N3	
師	스승 사	シ	いくさ	医師	いし	의사	N3	
登	오를 등	トウ・ト	のぼ(る)・あ(がる)	登る	のぼる	오르다	N3	
批	칠 비	ヒ	—	批判	ひはん	비판	N3	
易	쉬울 이	エキ・イ	やさ(しい)	貿易	ぼうえき	무역	N3	
健	굳셀 건	ケン	すこ(やか)	健康	けんこう	건강	N3	
速	빠를 속	ソク	はや(い)・はや-	速い	はやい	빠르다	N3	
存	있을 존	ソン・ゾン	—	存在	そんざい	존재	N3	
飛	날 비	ヒ	と(ぶ)・と(ばす)	飛ぶ	とぶ	날다	N3	
殺	죽일 살	サツ・サイ	ころ(す)・そ(ぐ)	殺す	ころす	죽이다	N3	
号	이름 호	ゴウ	さけ(ぶ)・よびな	番号	ばんごう	번호	N3	
単	홑 단	タン	ひとえ	簡単	かんたん	간단함	N3	
座	자리 좌	ザ	すわ(る)	座る	すわる	앉다	N3	
破	깨뜨릴 파	ハ	やぶ(る)・やぶ(れる)	破る	やぶる	찢다	N3	
除	섬돌 제	ジョ・ジ	のぞ(く)	掃除	そうじ	청소	N3	
完	완전할 완	カン	—	完了	かんりょう	완료	N3	
降	내릴 강	コウ・ゴ	お(りる)・お(ろす)	降る	ふる	내리다	N3	
責	꾸짖을 책	セキ	せ(める)	責任	せきにん	책임	N3	
修	닦을 수	シュウ	おさ(める)	修理	しゅうり	수리	N3	
捕	사로잡을 포	ホ	と(らえる)・と(らわれる)	捕まえる	つかまえる	붙잡다	N3	
危	위태할 위	キ	あぶ(ない)・あや(うい)	危ない	あぶない	위험하다	N3	
拡	넓힐 확	カク・コウ	ひろ(がる)・ひろ(げる)	拡大	かくだい	확대	N3	
故	옛 고	コ	ゆえ・ふる(い)	事故	じこ	사고	N3	
給	넉넉할 급	キュウ	たま(う)・たも(う)	供給	きょうきゅう	공급	N3	
苦	쓸 고	ク	くる(しい)・くる(しむ)	苦い	にがい	쓰다	N3	
迎	맞을 영	ゲイ	むか(える)	迎える	むかえる	맞이하다	N3	
園	동산 원	エン	その	公園	こうえん	공원	N3	
具	갖출 구	グ	—	道具	どうぐ	도구	N3	
異	다를 리	イ	こと・こと(なる)	異動	いどう	인사이동	N3	
辞	말씀 사	ジ	や(める)・いな(む)	辞書	じしょ	사전	N3	
因	인할 인	イン	よ(る)・ちな(む)	原因	げんいん	원인	N3	
馬	말 마	バ・メ	うま・ま	馬鹿	ばか	바보	N3	
愛	사랑 애	アイ	いと(しい)・かな(しい)	可愛い	かわいい	귀엽다	N3	
富	부유할 부	フ	と(む)	豊富	ほうふ	풍부	N3	
彼	저 피	ヒ	かれ・かの	彼ら	かれら	그들	N3	
未	아닐 미	ミ	—	未来	みらい	미래	N3	
舞	춤출 무	ブ	ま(う)・まい	お見舞い	おみまい	병문안	N3	
亡	망할 망	ボウ・モウ	な(い)・な(き-)	亡くなる	なくなる	돌아가시다	N3	
冷	찰 랭	レイ	つめ(たい)	冷凍	れいとう	냉동	N3	
適	맞갖을 적	テキ	かな(う)	適当	てきとう	적당함	N3	
婦	며느리 부	フ	よめ	看護婦	かんごふ	간호사	N3	
寄	부칠 기	キ	よ(る)・よ(せる)	寄る	よる	들르다	N3	
込	넣을 입	—	こ(む)・こ(み)	込む	こむ	붐비다	N3	
類	무리 류	ルイ	たぐ(い)	書類	しょるい	서류	N3	
余	자기 여	ヨ	あま(る)・あま(り)	余り	あまり	그다지	N3	
王	임금 왕	オウ・-ノウ	—	女王	じょおう	여왕	N3	
返	돌이킬 반	ヘン	かえ(す)・かえ(る)	返す	かえす	돌려주다	N3	
標	표할 표	ヒョウ	—	目標	もくひょう	목표	N3	
妻	아내 처	サイ	つま	妻	つま	아내	N3	
背	등 배	ハイ	せ・せい	背広	せびろ	양복	N3	
熱	뜨거울 열	ネツ	あつ(い)	熱い	あつい	뜨겁다	N3	
宿	잘 숙	シュク	やど	宿題	しゅくだい	숙제	N3	
険	험할 험	ケン	けわ(しい)	危険	きけん	위험	N3	
頼	의뢰할 뢰	ライ	たの(む)・たの(もしい)	頼む	たのむ	부탁하다	N3	
覚	깨달을 각	カク	おぼ(える)・さ(ます)	覚える	おぼえる	외우다	N3	
船	배 선	セン	ふね・ふな-	船便	ふなびん	배편	N3	
途	길 도	ト	みち	途中	とちゅう	도중	N3	
許	허락할 허	キョ	ゆる(す)	許可	きょか	허가	N3	
抜	뽑을 발	バツ・ハツ	ぬ(く)・ぬ(き)	抜く	ぬく	뽑다	N3	
留	머무를 류	リュウ・ル	と(める)・と(まる)	留学生	りゅうがくせい	유학생	N3	
罪	허물 죄	ザイ	つみ	犯罪	はんざい	범죄	N3	
努	힘쓸 노	ド	つと(める)	努力	どりょく	노력	N3	
精	정교할 정	セイ・ショウ	しら(げる)・くわ(しい)	精々	せいぜい	기껏해야	N3	
散	흩을 산	サン	ち(る)・ち(らす)	散歩	さんぽ	산책	N3	
静	고요할 정	セイ・ジョウ	しず-・しず(か)	静か	しずか	조용함	N3	
婚	혼인할 혼	コン	—	結婚	けっこん	결혼	N3	
喜	기뻐할 희	キ	よろこ(ぶ)・よろこ(ばす)	喜ぶ	よろこぶ	기뻐하다	N3	
浮	뜰 부	フ	う(く)・う(かれる)	浮く	うく	뜨다	N3	
絶	絕과 同字	ゼツ	た(える)・た(やす)	絶対	ぜったい	절대	N3	
幸	다행 행	コウ	しあわ(せ)	幸福	こうふく	행복	N3	
押	수결 둘 압	オウ	お(す)・お(し-)	押す	おす	밀다	N3	
倒	넘어질 도	トウ	たお(れる)・たお(す)	倒れる	たおれる	쓰러지다	N3	
等	가지런할 등	トウ	ひと(しい)・など	上等	じょうとう	고급	N3	
老	늙을 노	ロウ	お(いる)・ふ(ける)	老い	おい	늙음	N3	
曲	굽을 곡	キョク	ま(がる)・ま(げる)	曲る	まがる	굽다	N3	
払	떨칠 불	フツ・ヒツ	はら(う)	払う	はらう	지불하다	N3	
庭	뜰 정	テイ	にわ	家庭	かてい	가정	N3	
徒	무리 도	ト	いたずら・あだ	生徒	せいと	학생	N3	
勤	부지런할 근	キン・ゴン	つと(める)・つと(まる)	勤める	つとめる	근무하다	N3	
遅	더딜 지	チ	おく(れる)・おく(らす)	遅い	おそい	늦다	N3	
居	살 거	キョ・コ	い(る)・お(る)	居る	いる	있다	N3	
雑	섞일 잡	ザツ・ゾウ	まじ(える)・まじ(る)	雑誌	ざっし	잡지	N3	
招	부를 초	ショウ	まね(く)	招待	しょうたいする	초대	N3	
困	곤할 곤	コン	こま(る)	困難	こんなん	곤란	N3	
欠	하품 흠	ケツ・ケン	か(ける)・か(く)	欠く	かく	빠뜨리다	N3	
更	다시 갱	コウ	さら・さら(に)	変更	へんこう	변경	N3	
刻	새길 각	コク	きざ(む)・きざ(み)	時刻	じこく	시각	N3	
賛	도울 찬	サン	—	賛成	さんせい	찬성	N3	
抱	안을 포	ホウ	だ(く)・いだ(く)	抱く	いだく	안다	N3	
犯	범할 범	ハン	おか(す)	犯人	はんにん	범인	N3	
恐	두려울 공	キョウ	おそ(れる)・おそ(る)	恐怖	きょうふ	공포	N3	
息	숨쉴 식	ソク	いき	息子	むすこ	아들	N3	
戻	돌아올 려	レイ	もど(す)・もど(る)	戻る	もどる	돌아오다	N3	
願	원할 원	ガン	ねが(う)	お願い	おねがい	부탁	N3	
絵	그림 회	カイ・エ	—	絵	え	그림	N3	
越	넘을 월	エツ・オツ	こ(す)・こ(える)	引っ越す	ひっこす	이사하다	N3	
欲	욕심낼 욕	ヨク	ほっ(する)・ほ(しい)	欲しい	ほしい	갖고 싶다	N3	
痛	아플 통	ツウ	いた(い)・いた(む)	痛い	いたい	아프다	N3	
笑	웃음 소	ショウ	わら(う)・え(む)	笑う	わらう	웃다	N3	
互	서로 호	ゴ	たが(い)	お互い	おたがい	서로	N3	
束	묶을 속	ソク	たば	花束	はなたば	꽃다발	N3	
似	같을 사	ジ	に(る)・ひ(る)	似る	にる	닮다	N3	
列	줄 렬	レツ・レ	—	列車	れっしゃ	열차	N3	
探	더듬을 탐	タン	さぐ(る)・さが(す)	探す	さがす	찾다	N3	
逃	달아날 도	トウ	に(げる)・に(がす)	逃げる	にげる	도망치다	N3	
遊	놀 유	ユウ・ユ	あそ(ぶ)・あそ(ばす)	遊ぶ	あそぶ	놀다	N3	
迷	미혹할 미	メイ	まよ(う)	迷う	まよう	헤매다	N3	
夢	꿈 몽	ム・ボウ	ゆめ・ゆめ(みる)	夢	ゆめ	꿈	N3	
君	임금 군	クン	きみ	君	きみ	너	N3	
閉	닫을 폐	ヘイ	と(じる)・と(ざす)	閉まる	しまる	닫히다	N3	
緒	실마리 서	ショ・チョ	お・いとぐち	一緒	いっしょ	함께	N3	
折	꺾을 절	セツ・シャク	お(る)・おり	折る	おる	접다	N3	
草	풀 초	ソウ	くさ・くさ-	草	くさ	풀	N3	
暮	저물 모	ボ	く(れる)・く(らす)	暮れる	くれる	저물다	N3	
酒	술 주	シュ	さけ・さか-	お酒	おさけ	술	N3	
悲	슬플 비	ヒ	かな(しい)・かな(しむ)	悲しい	かなしい	슬프다	N3	
晴	갤 청	セイ	は(れる)・は(れ)	晴れ	はれ	맑음	N3	
到	이를 도	トウ	いた(る)	到着	とうちゃく	도착	N3	
寝	잘 침	シン	ね(る)・ね(かす)	寝る	ねる	자다	N3	
盗	훔칠 도	トウ	ぬす(む)・ぬす(み)	盗む	ぬすむ	훔치다	N3	
吸	숨 들이쉴 흡	キュウ	す(う)	吸う	すう	들이마시다	N3	
陽	볕 양	ヨウ	ひ	太陽	たいよう	태양	N3	
御	거느릴 어	ギョ・ゴ	おん-・お-	御飯	ごはん	밥	N3	
歯	이 치	シ	よわい・は	歯	は	이	N3	
忘	잊을 망	ボウ	わす(れる)	忘れる	わすれる	잊다	N3	
雪	눈 설	セツ	ゆき	雪	ゆき	눈	N3	
吹	불 취	スイ	ふ(く)	吹く	ふく	불다	N3	
娘	아가씨 낭	ジョウ	むすめ・こ	娘	むすめ	딸	N3	
誤	그릇할 오	ゴ	あやま(る)	誤り	あやまり	잘못	N3	
慣	버릇 관	カン	な(れる)・な(らす)	習慣	しゅうかん	습관	N3	
礼	예도 례	レイ・ライ	—	お礼	おれい	사례	N3	
窓	창 창	ソウ・ス	まど・てんまど	窓	まど	창문	N3	
昔	옛 석	セキ・シャク	むかし	昔	むかし	옛날	N3	
貧	가난할 빈	ヒン・ビン	まず(しい)	貧乏	びんぼう	가난	N3	
怒	성낼 노	ド・ヌ	いか(る)・おこ(る)	怒る	おこる	화내다	N3	
泳	헤엄칠 영	エイ	およ(ぐ)	泳ぐ	およぐ	헤엄치다	N3	
祖	조상 조	ソ	—	祖母	そぼ	할머니	N3	
杯	잔 배	ハイ	さかずき	一杯	いっぱい	가득	N3	
疲	피곤할 피	ヒ	つか(れる)・つか(らす)	疲れる	つかれる	지치다	N3	
皆	모두 개	カイ	みな・みんな	皆さん	みなさん	여러분	N3	
鳴	울 명	メイ	な(く)・な(る)	鳴く	なく	울다	N3	
腹	배 복	フク	はら	お腹	おなか	배	N3	
煙	연기 연	エン	けむ(る)・けむり	禁煙	きんえん	금연	N3	
眠	잠잘 면	ミン	ねむ(る)・ねむ(い)	眠い	ねむい	졸리다	N3	
怖	두려울 포	フ・ホ	こわ(い)・こわ(がる)	怖い	こわい	무섭다	N3	
頂	이마 정	チョウ	いただ(く)・いただき	頂上	ちょうじょう	정상	N3	
箱	상자 상	ソウ	はこ	箱	はこ	상자	N3	
晩	저물 만	バン	—	今晩	こんばん	오늘 밤	N3	
髪	터럭 발	ハツ	かみ	髪	かみ	머리카락	N3	
忙	바쁠 망	ボウ・モウ	いそが(しい)・せわ(しい)	忙しい	いそがしい	바쁘다	N3	
才	재주 재	サイ	—	才能	さいのう	재능	N3	
靴	신 화	カ	くつ	靴下	くつした	양말	N3	
恥	부끄럼 치	チ	は(じる)・はじ	恥ずかしい	はずかしい	부끄럽다	N3	
偶	짝지울 우	グウ	たま	偶々	たまたま	우연히	N3	
偉	클 위	イ	えら(い)	偉大	いだい	위대함	N3	
猫	고양이 묘	ビョウ	ねこ	猫	ねこ	고양이	N3	
掛	걸 괘	カイ・ケイ	か(ける)・か(け)	掛け算	かけざん	곱셈	N3	
幾	몇 기	キ	いく-・いく(つ)	幾つ	いくつ	몇 개	N3	
村	마을 촌	ソン	むら	村	むら	마을	N2	
池	못 지	チ	いけ	池	いけ	연못	N2	
林	수풀 림	リン	はやし	林	はやし	수풀	N2	
弱	약할 약	ジャク	よわ(い)・よわ(る)	弱い	よわい	약하다	N2	
森	나무빽빽할 삼	シン	もり	森	もり	숲	N2	
県	고을 현	ケン	か(ける)	県	けん	현	N2	
軽	가벼울 경	ケイ・キョウ	かる(い)・かろ(やか)	軽い	かるい	가볍다	N2	
低	낮을 저	テイ	ひく(い)・ひく(める)	低い	ひくい	낮다	N2	
短	짧을 단	タン	みじか(い)	短い	みじかい	짧다	N2	
区	구역 구	ク・オウ	—	区別	くべつ	구별	N2	
門	문 문	モン	かど・と	門	もん	문	N2	
菜	나물 채	サイ	な	野菜	やさい	채소	N2	
党	黨의 略字	トウ	なかま・むら	野党	やとう	야당	N2	
協	조화할 협	キョウ	—	協力	きょうりょく	협력	N2	
総	다 총	ソウ	す(べて)・すべ(て)	総理大臣	そうりだいじん	총리	N2	
領	거느릴 령	リョウ	—	領収書	りょうしゅうしょ	영수증	N2	
設	베풀 설	セツ	もう(ける)	施設	しせつ	시설	N2	
改	고칠 개	カイ	あらた(める)・あらた(まる)	改善	かいぜん	개선	N2	
府	곳집 부	フ	—	政府	せいふ	정부	N2	
査	사실할 사	サ	—	捜査	そうさ	수사	N2	
委	맡길 위	イ	ゆだ(ねる)	委員	いいん	위원	N2	
軍	군사 군	グン	いくさ	軍隊	ぐんたい	군대	N2	
団	둥글 단	ダン・トン	かたまり・まる(い)	布団	ふとん	이불	N2	
各	각각 각	カク	おのおの	各自	かくじ	각자	N2	
島	섬 도	トウ	しま	島	しま	섬	N2	
革	가죽 혁	カク	かわ	革	かわ	가죽	N2	
勢	형세 세	セイ	いきお(い)	姿勢	しせい	자세	N2	
減	덜 감	ゲン	へ(る)	減少	げんしょう	감소	N2	
再	두 번 재	サイ・サ	ふたた(び)	再来月	さらいげつ	다다음 달	N2	
税	세금 세	ゼイ	—	税金	ぜいきん	세금	N2	
営	경영할 영	エイ	いとな(む)	営業	えいぎょう	영업	N2	
比	견줄 비	ヒ	くら(べる)	比べる	くらべる	비교하다	N2	
防	막을 방	ボウ	ふせ(ぐ)	予防	よぼう	예방	N2	
補	기울 보	ホ	おぎな(う)	候補	こうほ	후보	N2	
境	지경 경	キョウ	さかい	環境	かんきょう	환경	N2	
導	인도할 도	ドウ	みちび(く)	指導	しどう	지도	N2	
副	버금 부	フク	—	副詞	ふくし	부사	N2	
算	셀 산	サン	そろ	予算	よさん	예산	N2	
輸	보낼 수	ユ	—	輸出	ゆしゅつ	수출	N2	
述	이을 술	ジュツ	の(べる)	述べる	のべる	진술하다	N2	
線	실 선	セン	すじ	線	せん	선	N2	
農	농사 농	ノウ	—	農家	のうか	농가	N2	
州	고을 주	シュウ・ス	す	州	しゅう	주	N2	
武	굳셀 무	ブ・ム	たけ・たけ(し)	武器	ぶき	무기	N2	
象	코끼리 상	ショウ	—	印象	いんしょう	인상	N2	
域	지경 역	イキ	—	地域	ちいき	지역	N2	
額	이마 액	ガク	ひたい	金額	きんがく	금액	N2	
欧	유럽 구	オウ	うた(う)・は(く)	欧米	おうべい	서양	N2	
担	원숭이 같은 짐승 단	タン	かつ(ぐ)・にな(う)	担当	たんとう	담당	N2	
準	준할 준	ジュン	—	標準	ひょうじゅん	표준	N2	
賞	상줄 상	ショウ	—	賞金	しょうきん	상금	N2	
辺	가 변	ヘン	あた(り)・ほと(り)	辺	へん	근처	N2	
造	지을 조	ゾウ	つく(る)	製造	せいぞう	제조	N2	
被	이불 피	ヒ	こうむ(る)・おお(う)	被る	かぶる	쓰다	N2	
技	재주 기	ギ	わざ	競技	きょうぎ	경기	N2	
復	돌아올 복	フク	また	復習	ふくしゅう	복습	N2	
移	옮길 이	イ	うつ(る)	移動	いどう	이동	N2	
個	낱 개	コ	—	個人	こじん	개인	N2	
課	공부할 과	カ	—	課題	かだい	과제	N2	
脳	뇌 뇌	ノウ・ドウ	のうずる	脳	のう	뇌	N2	
極	다할 극	キョク・ゴク	きわ(める)	積極的	せっきょくてき	적극적	N2	
含	머금을 함	ガン	ふく(む)・ふく(める)	含む	ふくむ	포함하다	N2	
蔵	감출 장	ゾウ	くら	冷蔵庫	れいぞうこ	냉장고	N2	
量	헤아릴 량	リョウ	はか(る)	量る	はかる	재다	N2	
型	거푸집 형	ケイ	かた	典型	てんけい	전형	N2	
況	하물며 황	キョウ	—	状況	じょうきょう	상황	N2	
針	바늘 침	シン	はり	針	はり	바늘	N2	
専	오로지 전	セン	もっぱ(ら)	専門	せんもん	전문	N2	
谷	골짜기 곡	コク	たに・きわ(まる)	谷	たに	골짜기	N2	
史	역사 사	シ	—	歴史	れきし	역사	N2	
階	섬돌 계	カイ	きざはし	階段	かいだん	계단	N2	
管	피리 관	カン	くだ	管理	かんり	관리	N2	
兵	군사 병	ヘイ・ヒョウ	つわもの	兵隊	へいたい	병사	N2	
接	사귈 접	セツ・ショウ	つ(ぐ)	接ぐ	つぐ	잇다	N2	
細	가늘 세	サイ	ほそ(い)・ほそ(る)	細い	ほそい	가늘다	N2	
効	본받을 효	コウ	き(く)	効果	こうか	효과	N2	
丸	알 환	ガン	まる・まる(める)	丸	まる	동그라미	N2	
湾	물굽이 만	ワン	いりえ	湾	わん	만	N2	
録	기록할 록	ロク	しる(す)・と(る)	記録	きろく	기록	N2	
省	덜 생	セイ・ショウ	かえり(みる)・はぶ(く)	反省	はんせい	반성	N2	
旧	예 구	キュウ	ふる(い)・もと	旧	きゅう	옛	N2	
橋	다리 교	キョウ	はし	橋	はし	다리	N2	
岸	물가 언덕 안	ガン	きし	海岸	かいがん	해안	N2	
周	두루 주	シュウ	まわ(り)	周り	まわり	주위	N2	
材	재목 재	ザイ	—	材料	ざいりょう	재료	N2	
戸	집 호	コ	と	戸	と	문	N2	
央	가운데 앙	オウ	—	中央	ちゅうおう	중앙	N2	
券	엄쪽(어음을 쪼갠 한 쪽) 권	ケン	—	券	けん	표	N2	
編	책편 편	ヘン	あ(む)	短編	たんぺん	단편	N2	
捜	찾을 수	ソウ・シュ	さが(す)	捜査	そうさ	수사	N2	
竹	대 죽	チク	たけ	竹	たけ	대나무	N2	
超	뛰어넘을 초	チョウ	こ(える)・こ(す)	超す	こす	넘다	N2	
並	竝과 同字	ヘイ・ホウ	な(み)・なみ	並ぶ	ならぶ	늘어서다	N2	
療	병고칠 료	リョウ	—	医療	いりょう	의료	N2	
採	캘 채	サイ	と(る)	採集	さいしゅう	채집	N2	
競	겨룰 경	キョウ・ケイ	きそ(う)・せ(る)	競争	きょうそう	경쟁	N2	
介	낄 개	カイ	—	紹介	しょうかい	소개	N2	
根	뿌리 근	コン	ね	屋根	やね	지붕	N2	
販	팔 판	ハン	—	販売	はんばい	판매	N2	
歴	지날 력	レキ・レッキ	—	歴史	れきし	역사	N2	
将	장수 장	ショウ・ソウ	まさ(に)・はた	将来	しょうらい	장래	N2	
幅	폭 폭	フク	はば	幅	はば	폭	N2	
