しきりに	彼女::かのじょ:名詞 は::: しきりに:::副詞 オーストラリア::おーすとらりあ:名詞 で::: 暮らし:暮らす:くらし:動詞 た:たい:: がっ:がる::動詞 て::: い:いる::動詞 ます::: 。:::
刺激	刺激::しげき:名詞 的::てき:名詞 な:だ:: 新刊::しんかん:名詞 書::しょ:名詞 が::: 注目::ちゅうもく:名詞 を::: ひく:::動詞 。:::
資源	最近::さいきん:名詞 アフガニスタン::あふがにすたん:名詞 で::: は::: 、::: 豊富::ほうふ:名詞 な:だ:: 鉱物::こうぶつ:名詞 資源::しげん:名詞 が::: 発見::はっけん:名詞 さ:する::動詞 れ:れる::動詞 た::: 。:::
事件	ここ:::名詞 が::: あの::: 事件::じけん:名詞 の::: 起こっ:起こる:おこっ:動詞 た::: 場所::ばしょ:名詞 です::: 。:::
時刻	ロサンゼルス::ろさんぜるす:名詞 到着::とうちゃく:名詞 時刻::じこく:名詞 は::: 何::なん:名詞 時::じ:名詞 です::: か::: 。:::
自殺	自殺::じさつ:名詞 を::: 防ぐ::ふせぐ:動詞 相談::そうだん:名詞 窓口::まどぐち:名詞 が::: あり:ある::動詞 ます::: 。:::
事実	その::: 件::けん:名詞 が::: 事実::じじつ:名詞 で:だ:: ある::: と::: 承認::しょうにん:名詞 し:する::動詞 ます::: 。:::
支出	毎月::まいつき:名詞 の::: 支出::ししゅつ:名詞 を::: 減らす::へらす:動詞 必要::ひつよう:名詞 が::: あり:ある::動詞 ます::: 。:::
事情	事情::じじょう:名詞 は::: この::: 通り::とおり:名詞 です::: 。:::
詩人	あれ:::名詞 が::: パリ::ぱり:名詞 で::: 会っ:会う:あっ:動詞 た::: 詩人::しじん:名詞 です::: 。:::
自身	物事::ものごと:名詞 は::: 、::: ありのまま:::副詞 見る::みる:動詞 の:::名詞 で:だ:: は::: なく:ない:: 、::: 自分::じぶん:名詞 自身::じしん:名詞 を::: そこ:::名詞 に::: 見る::みる:動詞 。:::
沈む	冬::ふゆ:名詞 に::: は::: 早く:早い:はやく:形容詞 日::ひ:名詞 が::: 沈み:沈む:しずみ:動詞 ます::: 。:::
思想	祖父::そふ:名詞 は::: 今::いま:名詞 でも::: 新::しん: 思想::しそう:名詞 を::: 吸収::きゅうしゅう:名詞 しよ:する::動詞 う::: と::: 努力::どりょく:名詞 し:する::動詞 て::: い:いる::動詞 ます::: 。:::
舌	舌::した:名詞 の::: 横::よこ:名詞 側::がわ:名詞 が::: 痛い::いたい:形容詞 ん:::名詞 です::: 。:::
次第	それ:::名詞 は::: まったく:::副詞 あなた:::名詞 次第::しだい:名詞 です::: 。:::
従う	私::わたし:名詞 は::: 指示::しじ:名詞 に::: 従っ:従う:したがっ:動詞 て::: いる:::動詞 だけ::: です::: 。:::
したがって	したがって::: 生産::せいさん:名詞 費::ひ:名詞 を::: 削る::けずる:動詞 必要::ひつよう:名詞 が::: ある:::動詞 。:::
親しい	私::わたし:名詞 は::: 彼::かれ:名詞 と::: 親しく:親しい:したしく:形容詞 なっ:なる::動詞 た::: 。:::
質	この::: 店::みせ:名詞 は::: 質::しつ:名詞 が::: いい:::形容詞 です::: 。:::
失業	トム::とむ:名詞 は::: まだ:::副詞 失業::しつぎょう:名詞 中::ちゅう:名詞 だ::: と::: 思い:思う:おもい:動詞 ます::: 。:::
実験	それ:::名詞 は::: まだ:::副詞 実験::じっけん:名詞 段階::だんかい:名詞 に::: あり:ある::動詞 ます::: 。:::
実現	あの::: アイデア::あいであ:名詞 は::: 実現::じつげん:名詞 し:する::動詞 そう:::名詞 です::: か::: 。:::
実行	彼::かれ:名詞 は::: 実行::じっこう:名詞 力::りょく:名詞 の::: ある:::動詞 人::ひと:名詞 です::: 。:::
実際	君::きみ:名詞 は::: 実際::じっさい:副詞 に::: 事故::じこ:名詞 を::: 見:見る:み:動詞 た::: の:::名詞 です::: か::: 。:::
実施	私::わたし:名詞 は::: この::: 計画::けいかく:名詞 を::: 実施::じっし:名詞 する:::動詞 つもり:::名詞 です::: 。:::
湿度	湿度::しつど:名詞 が::: すごく:すごい::形容詞 高い::たかい:形容詞 です::: ね::: 。:::
じっと	その::: 男::おとこ:名詞 は::: じっと:::副詞 横たわっ:横たわる:よこたわっ:動詞 て::: い:いる::動詞 た::: 。:::
実に	この::: 山::やま:名詞 の::: 生活::せいかつ:名詞 は::: 実に::じつに:副詞 快適::かいてき:名詞 です::: 。:::
失望	今回::こんかい:名詞 は::: 信じ:信じる:しんじ:動詞 て:てる::動詞 た::: のに::: 完全::かんぜん:名詞 に::: 失望::しつぼう:名詞 し:する::動詞 た::: よ::: 。:::
実力	彼::かれ:名詞 は::: どう:::副詞 見:見る:み:動詞 て::: も::: 実力::じつりょく:名詞 者::しゃ:名詞 だっ:だ:: た::: 。:::
指導	新しい::あたらしい:形容詞 指導::しどう:名詞 者::しゃ:名詞 は::: どんな::: 人::ひと:名詞 です::: か::: 。:::
自動	自動::じどう:名詞 販売::はんばい:名詞 機::き:名詞 は::: あそこ:::名詞 に::: あり:ある::動詞 ます::: 。:::
児童	図書館::としょかん:名詞 に::: は::: たくさん:::名詞 の::: 児童::じどう:名詞 書::しょ:名詞 が::: ある:::動詞 。:::
品	食料::しょくりょう:名詞 品::ひん:名詞 の::: 買い出し::かいだし:名詞 に::: 行か:行く:いか:動詞 なく:ない:: ちゃ::: 。:::
支配	ナンシー::なんしー:名詞 は::: 夫::おっと:名詞 を::: 支配::しはい:名詞 し:する::動詞 て::: いる:::動詞 。:::
芝居	今::いま:名詞 、::: 人気::にんき:名詞 の::: ある:::動詞 芝居::しばい:名詞 は::: 何::なに:名詞 です::: か::: 。:::
しばしば	トム::とむ:名詞 は::: しばしば:::副詞 物::もの:名詞 を::: 覚える::おぼえる:動詞 の:::名詞 に::: 苦労::くろう:名詞 する:::動詞 。:::
芝生	子供::こども:名詞 たち:::名詞 が::: 芝生::しばふ:名詞 で::: 遊ん:遊ぶ:あそん:動詞 で::: い:いる::動詞 ます::: 。:::
支払	どの::: よう:::名詞 な:だ:: 支払::しはらい:名詞 方法::ほうほう:名詞 が::: あり:ある::動詞 ます::: か::: 。:::
支払う	クレジットカード::くれじっとかーど:名詞 で::: 支払い:支払う:しはらい:動詞 ます::: 。:::
死亡	事故::じこ:名詞 の::: 死亡::しぼう:名詞 者::しゃ:名詞 は::: い:いる::動詞 ませ:ます:: ん::: でし:です:: た::: 。:::
資本	この::: 計画::けいかく:名詞 の::: 資本::しほん:名詞 金::きん:名詞 が::: 用意::ようい:名詞 さ:する::動詞 れ:れる::動詞 た::: 。:::
姉妹	神戸::こうべ:名詞 は::: シアトル::しあとる:名詞 の::: 姉妹::しまい:名詞 都市::とし:名詞 です::: 。:::
自慢	あなた:::名詞 は::: 私::わたし:名詞 の::: 自慢::じまん:名詞 の::: 宝物::ほうもつ:名詞 です::: 。:::
示す	別::べつ:名詞 の::: 例::れい:名詞 を::: 示し:示す:しめし:動詞 なさい:なさる::動詞 。:::
湿る	雨::あめ:名詞 で::: 服::ふく:名詞 が::: 湿り:湿る:しめり:動詞 まし:ます:: た::: 。:::
霜	道路::どうろ:名詞 に::: 霜::しも:名詞 が::: 降り:降りる:おり:動詞 て::: い:いる::動詞 ます::: 。:::
借金	出来る::できる:動詞 だけ::: 早く:早い:はやく:形容詞 借金::しゃっきん:名詞 は::: 返済::へんさい:名詞 し:する::動詞 ます::: 。:::
しゃべる	フランス語::ふらんすご:名詞 も::: しゃべり:しゃべる::動詞 ます::: か::: 。:::
週	日曜日::にちようび:名詞 は::: 週::しゅう:名詞 の::: 始まり::はじまり:名詞 の::: 日::ひ:名詞 です::: 。:::
州	マイアミ::まいあみ:名詞 は::: フロリダ::ふろりだ:名詞 州::しゅう:名詞 最大::さいだい:名詞 の::: 都市::とし:名詞 です::: 。:::
銃	銃::じゅう:名詞 の::: 所持::しょじ:名詞 は::: 禁止::きんし:名詞 さ:する::動詞 れ:れる::動詞 て::: い:いる::動詞 ます::: 。:::
周囲	君::きみ:名詞 は::: 周囲::しゅうい:名詞 の::: 人::ひと:名詞 に::: 無::む: 関心::かんしん:名詞 すぎる:::動詞 よ::: 。:::
収穫	その::: 畑::はたけ:名詞 から::: は::: よい:::形容詞 収穫::しゅうかく:名詞 が::: あっ:ある::動詞 た::: 。:::
宗教	仏教::ぶっきょう:名詞 は::: インド::いんど:名詞 由来::ゆらい:名詞 の::: 宗教::しゅうきょう:名詞 です::: 。:::
重視	彼::かれ:名詞 を::: 重視::じゅうし:名詞 し:する::動詞 て::: いる:::動詞 の:::名詞 です::: か::: 。:::
就職	彼::かれ:名詞 が::: 就職::しゅうしょく:名詞 する:::動詞 可能::かのう:名詞 性::せい:名詞 は::: あり:ある::動詞 ます::: か::: 。:::
ジュース	オレンジ::おれんじ:名詞 ・::: ジュース::じゅーす:名詞 を::: ください:くださる::動詞 。:::
修正	もはや:::副詞 修正::しゅうせい:名詞 は::: 手遅れ::ておくれ:名詞 です::: 。:::
重体	重体::じゅうたい:名詞 の::: 赤ちゃん::あかちゃん:名詞 は::: 医者::いしゃ:名詞 の::: 注意深い::ちゅういぶかい:形容詞 監視::かんし:名詞 下::か:名詞 に::: 置か:置く:おか:動詞 れ:れる::動詞 て::: い:いる::動詞 た::: 。:::
渋滞	渋滞::じゅうたい:名詞 は::: ない::: です::: 。:::
重大	その::: 事実::じじつ:名詞 は::: 、::: 科学::かがく:名詞 の::: 観点::かんてん:名詞 から::: すれ:する::動詞 ば::: 、::: 非常::ひじょう:名詞 に::: 重大::じゅうだい:名詞 です::: 。:::
住宅	一::いち:名詞 戸::こ:名詞 建::けん:名詞 より::: 共同::きょうどう:名詞 住宅::じゅうたく:名詞 に::: 住む::すむ:動詞 世帯::せたい:名詞 の::: 増加::ぞうか:名詞 率::りつ:名詞 の::: 方::ほう:名詞 が::: 高い::たかい:形容詞 。:::
集団	世帯::せたい:名詞 と::: は::: 住居::じゅうきょ:名詞 や::: 生計::せいけい:名詞 を::: 同じく::おなじく:副詞 し:する::動詞 て::: いる:::動詞 集団::しゅうだん:名詞 です::: 。:::
集中	トム::とむ:名詞 は::: 集中::しゅうちゅう:名詞 でき:できる::動詞 なかっ:ない:: た::: よ::: 。:::
収入	教師::きょうし:名詞 の::: 収入::しゅうにゅう:名詞 は::: どれ:::名詞 くらい::: です::: か::: 。:::
住民	その::: 計画::けいかく:名詞 は::: 住民::じゅうみん:名詞 の::: 反対::はんたい:名詞 に::: あっ:ある::動詞 た::: 。:::
重要	この::: 情報::じょうほう:名詞 は::: 私::わたし:名詞 たち:::名詞 にとって::: とても:::副詞 重要::じゅうよう:名詞 です::: 。:::
修理	橋::はし:名詞 は::: 修理::しゅうり:名詞 中::ちゅう:名詞 です::: 。:::
主義	民主::みんしゅ:名詞 主義::しゅぎ:名詞 が::: ない:::形容詞 ところ:::名詞 に::: 信頼::しんらい:名詞 は::: ない::: 。:::
宿泊	宿泊::しゅくはく:名詞 を::: もう:::副詞 一::いち:名詞 晩::ばん:名詞 延長::えんちょう:名詞 でき:できる::動詞 ます::: か::: 。:::
手術	手術::しゅじゅつ:名詞 を::: すれ:する::動詞 ば::: 治り:治る:なおり:動詞 ます::: か::: 。:::
首相	首相::しゅしょう:名詞 は::: 明日::あした:名詞 、::: 記者::きしゃ:名詞 会見::かいけん:名詞 を::: 開き:開く:ひらき:動詞 ます::: 。:::
手段	出発::しゅっぱつ:名詞 前::まえ:名詞 に::: 交通::こうつう:名詞 手段::しゅだん:名詞 の::: 手配::てはい:名詞 を::: 済ませ:済ませる:すませ:動詞 たい::: の:::名詞 です::: 。:::
主張	私::わたし:名詞 は::: 彼::かれ:名詞 の::: 有罪::ゆうざい:名詞 を::: 主張::しゅちょう:名詞 する:::動詞 つもり:::名詞 です::: 。:::
出場	彼::かれ:名詞 は::: その::: 競技::きょうぎ:名詞 の::: 出場::しゅつじょう:名詞 資格::しかく:名詞 を::: 失っ:失う:うしなっ:動詞 た::: 。:::
出身	出身::しゅっしん:名詞 は::: オーストラリア::おーすとらりあ:名詞 です::: 。:::
出版	この::: 本::ほん:名詞 は::: 来年::らいねん:名詞 出版::しゅっぱん:名詞 の::: 予定::よてい:名詞 です::: 。:::
主婦	メアリー::めありー:名詞 は::: 、::: 専業::せんぎょう:名詞 主婦::しゅふ:名詞 です::: 。:::
需要	これら:::名詞 の::: 品物::しなもの:名詞 の::: 需要::じゅよう:名詞 は::: 多い::おおい:形容詞 です::: か::: 。:::
種類	お金::おかね:名詞 の::: 種類::しゅるい:名詞 は::: どう:::副詞 いたし:いたす::動詞 ます::: か::: 。:::
順	名前::なまえ:名詞 は::: アルファベット::あるふぁべっと:名詞 順::じゅん:名詞 です::: 。:::
順番	あなた:::名詞 が::: 質問::しつもん:名詞 に::: 答える::こたえる:動詞 順番::じゅんばん:名詞 です::: 。:::
使用	この::: トイレ::といれ:名詞 は::: 生徒::せいと:名詞 使用::しよう:名詞 禁止::きんし:名詞 です::: 。:::
小	これ:::名詞 は::: 使い:使う:つかい:動詞 やすい:::形容詞 小::しょう: 箱::はこ:名詞 です::: 。:::
章	それでは::: 、::: 次::つぎ:名詞 の::: 章::しょう:名詞 の::: 内容::ないよう:名詞 を::: 確認::かくにん:名詞 し:する::動詞 て::: いき:いく::動詞 たい::: と::: 思い:思う:おもい:動詞 ます::: 。:::
賞	一等::いっとう:名詞 賞::しょう:名詞 は::: 王女::おうじょ:名詞 から::: の::: キス::きす:名詞 です::: 。:::
障害	更年期::こうねんき:名詞 障害::しょうがい:名詞 が::: あり:ある::動詞 ます::: 。:::
乗客	かなり:::名詞 の::: 乗客::じょうきゃく:名詞 が::: 船::ふね:名詞 に::: 乗っ:乗る:のっ:動詞 て::: い:いる::動詞 た::: 。:::
上京	彼::かれ:名詞 の::: 両親::りょうしん:名詞 は::: 上京::じょうきょう:名詞 する:::動詞 予定::よてい:名詞 です::: 。:::
状況	後ほど::のちほど:副詞 状況::じょうきょう:名詞 を::: ご::: 連絡::れんらく:名詞 し:する::動詞 ます::: 。:::
条件	その::: 条件::じょうけん:名詞 に::: は::: 全く::まったく:副詞 不満足::ふまんぞく:名詞 です::: 。:::
正午	列車::れっしゃ:名詞 は::: 正午::しょうご:名詞 に::: 到着::とうちゃく:名詞 する:::動詞 はず:::名詞 です::: 。:::
常識	一般::いっぱん:名詞 常識::じょうしき:名詞 を::: 持っ:持つ:もっ:動詞 て::: い:いる::動詞 ます::: か::: 。:::
少女	少女::しょうじょ:名詞 が::: 私::わたし:名詞 の::: 前::まえ:名詞 に::: 現れ:現れる:あらわれ:動詞 た::: 。:::
症状	この::: 症状::しょうじょう:名詞 が::: 出:出る:で:動詞 た::: の:::名詞 は::: い:いる::動詞 つ::: です::: か::: 。:::
生じる	生じ:生じる:しょうじ:動詞 た::: 利息::りそく:名詞 は::: 貯金::ちょきん:名詞 口座::こうざ:名詞 に::: 入金::にゅうきん:名詞 さ:する::動詞 れ:れる::動詞 ます::: 。:::
状態	両国::りょうこく:名詞 は::: 今::いま:名詞 、::: 平和::へいわ:名詞 な:だ:: 状態::じょうたい:名詞 に::: あり:ある::動詞 ます::: 。:::
上達	彼::かれ:名詞 の::: 上達::じょうたつ:名詞 ぶり:::名詞 に::: 満足::まんぞく:名詞 し:する::動詞 て::: い:いる::動詞 ます::: 。:::
冗談	彼::かれ:名詞 は::: 冗談::じょうだん:名詞 を::: 全然::ぜんぜん:副詞 理解::りかい:名詞 でき:できる::動詞 ない::: 。:::
上等	ぼく:::名詞 の::: ペン::ぺん:名詞 は::: 君::きみ:名詞 の::: ペン::ぺん:名詞 ほど::: 上等::じょうとう:名詞 で:だ:: は::: ない::: 。:::
衝突	大型::おおがた:名詞 船::せん:名詞 が::: 漁船::ぎょせん:名詞 に::: 衝突::しょうとつ:名詞 し:する::動詞 まし:ます:: た::: 。:::
商人	彼ら::かれら:名詞 は::: 商人::しょうにん:名詞 で::: は::: なく:ない::形容詞 て::: 、::: 農場::のうじょう:名詞 主::おも:名詞 です::: 。:::
承認	あなた:::名詞 の::: プラン::ぷらん:名詞 を::: 承認::しょうにん:名詞 し:する::動詞 ます::: 。:::
少年	泳い:泳ぐ:およい:動詞 で::: いる:::動詞 少年::しょうねん:名詞 は::: 私::わたし:名詞 の::: 弟::おとうと:名詞 です::: 。:::
商売	彼::かれ:名詞 の::: 願望::がんぼう:名詞 は::: 商売::しょうばい:名詞 を::: 始める::はじめる:動詞 事::こと:名詞 です::: 。:::
消費	値段::ねだん:名詞 に::: は::: 消費::しょうひ:名詞 税::ぜい:名詞 を::: 含み:含む:ふくみ:動詞 ます::: 。:::
賞品	先生::せんせい:名詞 は::: ジョン::じょん:名詞 に::: 賞品::しょうひん:名詞 を::: 与え:与える:あたえ:動詞 た::: 。:::
消防	地元::じもと:名詞 の::: 消防::しょうぼう:名詞 局::きょく:名詞 から::: お知らせ::おしらせ:名詞 を::: 受け取っ:受け取る:うけとっ:動詞 た::: 。:::
情報	この::: 情報::じょうほう:名詞 は::: 私::わたし:名詞 たち:::名詞 にとって::: とても:::副詞 重要::じゅうよう:名詞 です::: 。:::
証明	彼::かれ:名詞 の::: むじつを::*:名詞 証明::しょうめい:名詞 でき:できる::動詞 ます::: か::: 。:::
省略	その::: 文::ぶん:名詞 から::: この::: 言葉::ことば:名詞 を::: 省略::しょうりゃく:名詞 す:する::動詞 べき:べし:: です::: 。:::
女王	女王::じょおう:名詞 の::: クラウン::くらうん:名詞 は::: 黄金::おうごん:名詞 で::: でき:できる::動詞 て::: い:いる::動詞 ます::: 。:::
職	彼::かれ:名詞 は::: 職::しょく:名詞 を::: 探し:探す:さがし:動詞 て::: いる:::動詞 。:::
職業	お父さん::おとうさん:名詞 の::: 職業::しょくぎょう:名詞 は::: なん:::名詞 です::: か::: 。:::
食卓	母::はは:名詞 が::: 私::わたし:名詞 に::: 食卓::しょくたく:名詞 の::: 用意::ようい:名詞 を::: する:::動詞 よう:::名詞 頼ん:頼む:たのん:動詞 で::: き:くる::動詞 た::: 。:::
食品	インスタント::いんすたんと:名詞 食品::しょくひん:名詞 は::: 塩分::えんぶん:名詞 が::: 多い::おおい:形容詞 。:::
植物	植物::しょくぶつ:名詞 は::: みな:::名詞 水::すい:名詞 と::: 光::ひかり:名詞 を::: 必要::ひつよう:名詞 と::: し:する::動詞 ます::: 。:::
食物	日本::にっぽん:名詞 で::: 食物::しょくもつ:名詞 が::: 高い::たかい:形容詞 と::: 思い:思う:おもい:動詞 ます::: 。:::
食料	私::わたし:名詞 達::たち:名詞 は::: 食料::しょくりょう:名詞 を::: 調達::ちょうたつ:名詞 する:::動詞 ため:::名詞 店::みせ:名詞 に::: 入っ:入る:はいっ:動詞 た::: 。:::
食糧	赤十字::せきじゅうじ:名詞 は::: 難民::なんみん:名詞 たち:::名詞 に::: 食糧::しょくりょう:名詞 を::: 配っ:配る:くばっ:動詞 た::: 。:::
書斎	この::: 書斎::しょさい:名詞 は::: 私::わたし:名詞 の::: 父::ちち:名詞 の:::名詞 です::: 。:::
女子	この::: クラス::くらす:名詞 は::: 女子::じょし:名詞 が::: 男子::だんし:名詞 より::: 多い::おおい:形容詞 です::: 。:::
助手	トム::とむ:名詞 は::: メアリー::めありー:名詞 の::: 助手::じょしゅ:名詞 な:だ:: ん:::名詞 です::: 。:::
署名	この::: 書類::しょるい:名詞 に::: 署名::しょめい:名詞 し:する::動詞 て::: いただけ:いただける::動詞 ます::: か::: 。:::
書物	書物::しょもつ:名詞 から::: 大きな::おおきな: 楽しみ::たのしみ:名詞 が::: 得:得る:え:動詞 られ:られる::動詞 ます::: 。:::
女優	彼女::かのじょ:名詞 の::: 望み::のぞみ:名詞 は::: 女優::じょゆう:名詞 に::: なる:::動詞 こと:::名詞 です::: 。:::
処理	すぐ:::副詞 に::: 処理::しょり:名詞 し:する::動詞 ます::: 。:::
知らせ	彼::かれ:名詞 は::: その::: 知らせ::しらせ:名詞 を::: 聞い:聞く:きい:動詞 て::: がっかり:::副詞 し:する::動詞 た::: 。:::
尻	椅子::いす:名詞 から::: 尻::しり:名詞 が::: 滑り:滑る:すべり:動詞 まし:ます:: た::: 。:::
印	この::: 印::しるし:名詞 は::: どういう::: もの:::名詞 です::: か::: 。:::
城	ここ:::名詞 は::: 、::: 私::わたし:名詞 たち:::名詞 が::: 先週::せんしゅう:名詞 訪れ:訪れる:おとずれ:動詞 た::: 城::しろ:名詞 です::: 。:::
進学	大学院::だいがくいん:名詞 に::: 進学::しんがく:名詞 する:::動詞 つもり:::名詞 です::: 。:::
神経	神経::しんけい:名詞 痛::つう:名詞 で::: は::: ない::: か::: と::: 思う::おもう:動詞 の:::名詞 です::: 。:::
真剣	真剣::しんけん:名詞 に::: 学び:学ぶ:まなび:動詞 続け:続ける:つづけ:動詞 た::: 人::ひと:名詞 こそ::: が::: 人生::じんせい:名詞 の::: 勝利::しょうり:名詞 者::しゃ:名詞 で:だ:: あり:ある:: ます::: 。:::
信仰	ば::: あ::: ば:::名詞 は::: 、::: 信仰::しんこう:名詞 深い::ふかい:形容詞 人::ひと:名詞 な:だ:: ん:::名詞 です::: 。:::
信号	信号::しんごう:名詞 が::: 変わる::かわる:動詞 の:::名詞 を::: 待っ:待つ:まっ:動詞 て::: ます::: 。:::
人工	うち:::名詞 の::: 子::こ:名詞 は::: 、::: 人工::じんこう:名詞 乳::ちち:名詞 で::: 育て:育てる:そだて:動詞 て::: い:いる::動詞 ます::: 。:::
深刻	何::なに:名詞 か::: 深刻::しんこく:名詞 な:だ:: こと:::名詞 な:だ:: の:::名詞 です::: か::: 。:::
診察	診察::しんさつ:名詞 券::けん:名詞 は::: 要ら:要る:いら:動詞 ない::: ん:::名詞 です::: か::: 。:::
人種	世界::せかい:名詞 に::: は::: いろいろ:::名詞 な:だ:: 人種::じんしゅ:名詞 が::: いる:::動詞 。:::
信じる	私::わたし:名詞 は::: 神::かみ:名詞 の::: 存在::そんざい:名詞 を::: 信じ:信じる:しんじ:動詞 ない::: 。:::
人生	幸せ::しあわせ:名詞 な:だ:: 人生::じんせい:名詞 を::: 送り:送る:おくり:動詞 たい::: ん:::名詞 です::: 。:::
親戚	あなた:::名詞 は::: 長島::ながしま:名詞 さん:::名詞 一家::いっか:名詞 と::: 親戚::しんせき:名詞 です::: か::: 。:::
新鮮	新鮮::しんせん:名詞 な:だ:: 果物::くだもの:名詞 は::: あなた:::名詞 の::: 健康::けんこう:名詞 に::: 良い::よい:形容詞 です::: 。:::
心臓	心臓::しんぞう:名詞 が::: バク::ばく:名詞 バク::ばく:名詞 し:する::動詞 始め:始める:はじめ:動詞 た::: ん:::名詞 です::: 。:::
身体	彼::かれ:名詞 は::: 身体::しんたい:名詞 が::: 持ち上げ:持ち上げる:もちあげ:動詞 られる:::動詞 の:::名詞 を::: 感じ:感じる:かんじ:動詞 た::: 。:::
身長	選手::せんしゅ:名詞 達::たち:名詞 の::: 平均::へいきん:名詞 身長::しんちょう:名詞 は::: どの::: くらい::: です::: か::: 。:::
慎重	彼::かれ:名詞 は::: 慎重::しんちょう:名詞 に::: 仕事::しごと:名詞 を::: する:::動詞 ひと:::名詞 です::: 。:::
審判	その::: 審判::しんぱん:名詞 は::: 自国::じこく:名詞 の::: 肩::かた:名詞 を::: もっ:もつ::動詞 た::: 。:::
人物	登場::とうじょう:名詞 人物::じんぶつ:名詞 の::: 名前::なまえ:名詞 は::: ハムレット::はむれっと:名詞 です::: 。:::
進歩	彼::かれ:名詞 の::: 進歩::しんぽ:名詞 ぶり:::名詞 に::: 満足::まんぞく:名詞 し:する::動詞 て::: い:いる::動詞 ます::: 。:::
親友	私::わたし:名詞 たち:::名詞 、::: 昔::むかし:名詞 から::: の::: 親友::しんゆう:名詞 な:だ:: ん:::名詞 です::: 。:::
信用	トム::とむ:名詞 は::: 口::くち:名詞 が::: 固い::かたい:形容詞 ので::: 信用::しんよう:名詞 でき:できる::動詞 ます::: 。:::
信頼	トム::とむ:名詞 の::: こと:::名詞 を::: 信頼::しんらい:名詞 し:する::動詞 て::: い:いる::動詞 ます::: か::: 。:::
心理	私::わたし:名詞 の::: 母::はは:名詞 は::: 心理::しんり:名詞 学::がく:名詞 の::: 先生::せんせい:名詞 です::: 。:::
人類	平和::へいわ:名詞 は::: 人類::じんるい:名詞 にとって::: 大事::だいじ:名詞 な:だ:: 生存::せいぞん:名詞 条件::じょうけん:名詞 です::: 。:::
巣	鳥::とり:名詞 は::: 巣::す:名詞 作り::づくり:名詞 を::: する:::動詞 。:::
酢	お::: 酢::す:名詞 と::: 油::あぶら:名詞 を::: 持っ:持つ:もっ:動詞 て::: き:くる::動詞 て::: ください:くださる::動詞 。:::
図	地下鉄::ちかてつ:名詞 の::: 路線::ろせん:名詞 図::ず:名詞 は::: あり:ある::動詞 ます::: か::: 。:::
水準	私::わたし:名詞 たち:::名詞 は::: 豊か::ゆたか:名詞 な:だ:: 生活::せいかつ:名詞 水準::すいじゅん:名詞 を::: 当然::とうぜん:副詞 の::: こと:::名詞 と::: 思っ:思う:おもっ:動詞 て::: い:いる::動詞 ます::: 。:::
推薦	この::: レストラン::れすとらん:名詞 は::: 推薦::すいせん:名詞 でき:できる::動詞 ます::: 。:::
スイッチ	テレビ::てれび:名詞 の::: スイッチ::すいっち:名詞 を::: 入れ:入れる:いれ:動詞 て::: 下さい:下さる:ください:動詞 。:::
睡眠	睡眠::すいみん:名詞 中::ちゅう:名詞 は::: 、::: 体温::たいおん:名詞 が::: 数::すう:名詞 度::ど:名詞 下がり:下がる:さがり:動詞 ます::: 。:::
数	生徒::せいと:名詞 の::: 数::かず:名詞 が::: だんだん:::副詞 減っ:減る:へっ:動詞 て::: き:くる::動詞 た::: 。:::
数字	私::わたし:名詞 は::: 、::: 数字::すうじ:名詞 を::: 操る::あやつる:動詞 の:::名詞 が::: へた:::名詞 です::: 。:::
スープ	すみません::: 、::: スープ::すーぷ:名詞 に::: 髪の毛::かみのけ:名詞 が::: 入っ:入る:はいっ:動詞 て::: い:いる::動詞 た::: ん:::名詞 です::: けど::: 。:::
末	今週::こんしゅう:名詞 末::まつ:名詞 、::: 何::なに:名詞 か::: 計画::けいかく:名詞 は::: あり:ある::動詞 ます::: か::: 。:::
姿	向こう::むこう:名詞 に::: 警官::けいかん:名詞 の::: 姿::すがた:名詞 が::: 見え:見える:みえ:動詞 ます::: か::: 。:::
スキー	しょっちゅう:::副詞 スキー::すきー:名詞 に::: 行き:行く:いき:動詞 ます::: 。:::
救う	トム::とむ:名詞 を::: 救う::すくう:動詞 に::: は::: どう:::副詞 すれ:する::動詞 ば::: いい:::形容詞 の:::名詞 です::: か::: 。:::
すくなくとも	すくなくとも:::副詞 一::いち:名詞 度::ど:名詞 は::: 会い:会う:あい:動詞 たい::: です::: 。:::
優れる	トム::とむ:名詞 は::: 優れ:優れる:すぐれ:動詞 た::: テニス::てにす:名詞 プレイヤー::ぷれいやー:名詞 です::: 。:::
スケート	トム::とむ:名詞 は::: フィギュア::ふぃぎゅあ:名詞 スケート::すけーと:名詞 を::: 習っ:習う:ならっ:動詞 て::: いる:::動詞 。:::
スケジュール	スケジュール::すけじゅーる:名詞 を::: 確認::かくにん:名詞 し:する::動詞 て::: み:みる::動詞 ます::: 。:::
過ごす	トム::とむ:名詞 は::: ますます:::副詞 多く::おおく:名詞 の::: 時間::じかん:名詞 を::: ボストン::ぼすとん:名詞 で::: 過ごし:過ごす:すごし:動詞 て::: いる:::動詞 。:::
筋	筋::すじ:名詞 トレ::*:名詞 する:::動詞 の:::名詞 が::: 好き::すき:名詞 な:だ:: ん:::名詞 です::: 。:::
進める	私::わたし:名詞 の::: 責任::せきにん:名詞 において::: この::: 計画::けいかく:名詞 を::: 進め:進める:すすめ:動詞 ます::: 。:::
